Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,1.7784688484912017,1.451940405368805,35.108,47.51,36.18894147872925
2,1.4881427884101868,1.3150398194789887,45.94,52.74,36.22239446640015
3,1.3687728935358476,1.2192345976829528,50.376,56.91,36.50078368186951
4,1.2754089151109969,1.1412792086601258,54.196,59.27,36.19910645484924
5,1.2107689964527986,1.0197032541036606,56.408,64.55,36.460275650024414
6,1.1545636228152685,0.9990014761686326,58.784,64.95,36.48275399208069
7,1.108173808273004,0.9501958549022674,60.674,66.82,36.101672410964966
8,1.076980700906442,0.953420615196228,61.754,66.57,36.35135221481323
9,1.0461835897698695,0.9136525630950928,62.776,68.19,35.84418058395386
10,1.0250254218675652,0.8839773178100586,63.474,69.06,35.9523069858551
11,0.9998444324853469,0.8657771676778794,64.56,69.47,35.949217081069946
12,0.9770358837380702,0.8647950679063797,65.256,69.13,35.935911417007446
13,0.9572602802393387,0.8266623169183731,65.902,70.82,37.662431955337524
14,0.9400054441422833,0.8600926131010056,66.932,69.81,37.02057600021362
15,0.934545925077127,0.7955370217561721,66.89,72.22,36.34791588783264
16,0.9076376247162722,0.7937602430582047,67.844,72.32,36.17401933670044
17,0.9000997470349682,0.7857712209224701,68.084,72.58,36.0930860042572
18,0.8896591049067828,0.7719899177551269,68.452,73.02,36.19382381439209
19,0.8778206906756576,0.7685761034488678,69.03,72.9,36.1041316986084
20,0.8648143556653237,0.7708720326423645,69.564,73.33,36.496516942977905
