Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,1.812960711060738,1.445385456085205,33.714,48.48,34.8245894908905
2,1.4750769150500396,1.247113198041916,46.634,56.04,34.691489934921265
3,1.316570916954352,1.1272816121578217,52.574,59.78,34.55923128128052
4,1.190614002091544,1.022863632440567,57.014,63.4,36.28355932235718
5,1.1036874305228799,0.9333579689264297,60.57,67.34,36.88749074935913
6,1.0520499275655162,0.907276839017868,62.666,68.27,35.84650921821594
7,1.0024892858096532,0.8690403580665589,64.452,69.88,35.42020797729492
8,0.9768943482515763,0.8335999518632888,65.28,71.03,35.26297378540039
9,0.9343261013225633,0.8079756051301956,66.856,71.88,35.40694499015808
10,0.9169151697840009,0.8064003854990005,67.544,71.63,35.28574895858765
11,0.8929638619325599,0.7901051729917526,68.6,72.14,35.70483756065369
12,0.8770816222745546,0.7625857710838317,68.894,73.7,35.52386450767517
13,0.8586400339798052,0.7614295452833175,69.766,73.65,35.569448709487915
14,0.8480340297124824,0.7694104462862015,69.948,73.37,35.654515981674194
15,0.8292461718831744,0.7502978146076202,70.75,74.4,35.67280173301697
16,0.816386632773341,0.7292741060256958,71.166,74.87,35.50726056098938
17,0.8076932734372665,0.7345971792936326,71.526,74.14,35.409379720687866
18,0.8013833955842622,0.7197677165269851,71.794,75.18,35.59002614021301
19,0.7988661880395851,0.6979532182216645,71.806,75.9,34.86166524887085
20,0.7748764473564771,0.7020725667476654,72.618,75.86,34.60379147529602
